#separator:tab
#html:true
#notetype:MCAT Application
#columns:Stem	Passage	Answer	Explanation	Concept	Grounding	Deck	Tags
#deck column:7
#tags column:8
A biochemist dissolves an unknown amino acid in water and measures the pH at which the net charge is zero. She finds the isoelectric point (pI) is approximately 9.7. Which of the following best explains this elevated pI compared to a typical amino acid like alanine (pI ≈ 6.0)?<br>A) The amino acid contains a thiol side chain that ionizes at high pH.<br>B) The amino acid has a basic side chain that carries an extra positive charge at physiological pH.<br>C) The amino acid is hydrophobic, which shifts the pI toward alkaline values.<br>D) The amino acid contains a second carboxyl group that must be deprotonated before the zwitterion forms.		B) The amino acid has a basic side chain that carries an extra positive charge at physiological pH.	Amino acids with basic side chains (lysine, arginine, histidine) have pI values well above 6 because the extra protonatable nitrogen means the molecule carries a net positive charge until a higher pH is reached; the pI is the average of the two pKa values flanking the neutral species, and the basic side chain pKa pulls this average upward. A thiol group (cysteine) is weakly acidic, which would slightly lower the pI, not raise it. Hydrophobicity has no effect on ionization equilibria or pI. A second carboxyl group (as in aspartate/glutamate) creates an acidic amino acid with a pI well below 6, opposite of what is observed.	Amino Acids, Peptides, Proteins		MCAT::Practice	concept::CP::5D::amino_acids_peptides_proteins MCAT::app-difficulty::1 MCAT::section::CP MCAT::5D::amino-acids-peptides-proteins MCAT::practice synapse::demo-content
During protein folding, a cysteine residue at position 14 and another at position 87 of a polypeptide chain come into proximity in the hydrophobic core. Under oxidizing conditions in the endoplasmic reticulum, these two residues form a covalent cross-link. Which structural level of protein organization does this cross-link primarily stabilize, and what is the bond formed?<br>A) Secondary structure; hydrogen bond between thiol groups.<br>B) Tertiary structure; disulfide (S–S) bond.<br>C) Tertiary structure; thioester bond.<br>D) Quaternary structure; disulfide (S–S) bond.		B) Tertiary structure; disulfide (S–S) bond.	A disulfide bond forms when two cysteine thiol (–SH) groups are oxidized to produce a covalent S–S linkage; this reaction occurs within a single polypeptide chain and locks a specific three-dimensional fold, placing it at the tertiary structure level. Secondary structure is defined by backbone hydrogen bonds (alpha helices, beta sheets), not disulfide bonds. Thioester bonds involve a carbonyl carbon bonded to sulfur and are not the product of cysteine-cysteine oxidation. Quaternary structure involves interactions between separate polypeptide subunits; an intrachain disulfide constrains tertiary, not quaternary, structure.	Amino Acids, Peptides, Proteins		MCAT::Practice	concept::CP::5D::amino_acids_peptides_proteins MCAT::app-difficulty::1 MCAT::section::CP MCAT::5D::amino-acids-peptides-proteins MCAT::practice synapse::demo-content
A researcher performs a Strecker synthesis starting with acetaldehyde (CH3CHO) to produce an amino acid. After completion, the product is racemic. The researcher then wants to use a Gabriel synthesis instead to prepare the same amino acid enantioselectively. Which statement correctly compares these two methods and predicts the outcome?<br>A) Both methods produce only the L-enantiomer because biological reagents are used in each final step.<br>B) The Strecker synthesis uses HCN and NH3 to form an alpha-amino nitrile intermediate, while the Gabriel synthesis uses phthalimide alkylated with a haloacid; neither method intrinsically provides stereoselectivity without chiral auxiliaries.<br>C) The Gabriel synthesis inherently produces the D-enantiomer because phthalimide is a chiral reagent.<br>D) The Strecker synthesis is stereospecific because aldehydes react with ammonia via a chiral transition state.		B) The Strecker synthesis uses HCN and NH3 to form an alpha-amino nitrile intermediate, while the Gabriel synthesis uses phthalimide alkylated with a haloacid; neither method intrinsically provides stereoselectivity without chiral auxiliaries.	In the Strecker synthesis, the aldehyde reacts with NH3 then HCN (or NH4CN) to give an alpha-aminonitrile, which is hydrolyzed to the amino acid; the new chiral center is created at a planar carbonyl, producing a racemate. The Gabriel synthesis involves N-alkylation of the phthalimide anion with a haloalkanoic acid (e.g., bromoacetic acid) followed by hydrazinolysis to release the free amino acid; phthalimide itself is achiral, so no stereoselectivity is inherent. Enantioselective synthesis of amino acids by either route requires chiral reagents or resolution steps. The other options incorrectly assert inherent selectivity in one or both methods.	Amino Acids, Peptides, Proteins		MCAT::Practice	concept::CP::5D::amino_acids_peptides_proteins MCAT::app-difficulty::2 MCAT::section::CP MCAT::5D::amino-acids-peptides-proteins MCAT::practice synapse::demo-content
A tetrapeptide has the sequence Glu–Lys–Ala–Asp (N→C terminus). The relevant pKa values are: alpha-NH3+ ≈ 8.0 (N-terminus), alpha-COOH ≈ 2.2 (C-terminus), Glu side chain COOH pKa ≈ 4.1, Lys side chain NH3+ pKa ≈ 10.5, Asp side chain COOH pKa ≈ 3.7. At pH 7.0, what is the net charge of this tetrapeptide?<br>A) −1<br>B) 0<br>C) +1<br>D) −2		A) −1	At pH 7.0, compare each ionizable group to its pKa: the N-terminal amino group (pKa 8.0) is below pH 7, so it is mostly protonated (+1); the C-terminal carboxyl (pKa 2.2) is above pH 2.2, so it is deprotonated (−1); Glu side chain (pKa 4.1) is deprotonated (−1); Lys side chain (pKa 10.5) is well below pH 7, meaning pH &lt; pKa so the group is protonated (+1); Asp side chain (pKa 3.7) is deprotonated (−1). Summing: +1 (N-term) − 1 (C-term) − 1 (Glu) + 1 (Lys) − 1 (Asp) = −1. Option B (0) is a common trap if the student forgets one acidic side chain; options C and D result from sign errors on the basic or acidic residues.	Amino Acids, Peptides, Proteins		MCAT::Practice	concept::CP::5D::amino_acids_peptides_proteins MCAT::app-difficulty::2 MCAT::section::CP MCAT::5D::amino-acids-peptides-proteins MCAT::practice synapse::demo-content
A protein contains a buried leucine residue whose side chain packs against a hydrophobic core. A single point mutation replaces this leucine with an aspartate. Circular dichroism (CD) shows the mutant retains its secondary structure content, but differential scanning calorimetry (DSC) reveals the melting temperature (Tm) drops by 15°C and native-PAGE shows the mutant migrates faster toward the anode at pH 8.0 than the wild type. A colleague proposes that the increased electrostatic repulsion in the hydrophobic core fully explains the destabilization. Which analysis most rigorously challenges or supports this proposal?<br>A) The faster anodal migration at pH 8.0 proves the mutation added a negative charge, confirming electrostatic repulsion is the sole cause of destabilization.<br>B) The retained secondary structure rules out hydrophobic collapse and supports the colleague's electrostatic explanation.<br>C) The destabilization likely reflects both the loss of favorable hydrophobic packing (leucine's nonpolar contribution) and the energetic penalty of burying a charged/polar aspartate in a hydrophobic environment, not simply electrostatic repulsion with other residues.<br>D) Because aspartate is larger than leucine, steric clashing alone explains the 15°C drop in Tm.		C) The destabilization likely reflects both the loss of favorable hydrophobic packing (leucine's nonpolar contribution) and the energetic penalty of burying a charged/polar aspartate in a hydrophobic environment, not simply electrostatic repulsion with other residues.	Replacing a hydrophobic leucine with aspartate destabilizes a protein's tertiary structure through at least two mechanisms: (1) loss of favorable van der Waals/hydrophobic contacts that leucine's isobutyl side chain provided to the core, and (2) the large solvation penalty of burying a polar or charged carboxylate in a low-dielectric hydrophobic environment. Electrostatic repulsion with other charged groups is possible but requires other nearby negative charges, which are not established by the data given. Option A conflates charge evidence with a mechanistic claim; the native-PAGE result only confirms net charge changed, not the mechanism of destabilization. Option B incorrectly concludes that intact secondary structure eliminates hydrophobic collapse as a factor—tertiary packing can be disrupted without changing secondary structure content detected by CD. Option D is incorrect because leucine (C6H13) and aspartate (C4H7NO4) are similar in size; steric clash is not the primary explanation.	Amino Acids, Peptides, Proteins		MCAT::Practice	concept::CP::5D::amino_acids_peptides_proteins MCAT::app-difficulty::3 MCAT::section::CP MCAT::5D::amino-acids-peptides-proteins MCAT::practice synapse::demo-content
A biochemist treats an aldehyde-containing compound with excess methanol in the presence of a catalytic amount of HCl. The product is isolated and then exposed to aqueous acid. Which intermediate is most directly involved in the conversion of the hemiacetal to the full acetal, and what happens when the full acetal is subsequently treated with dilute aqueous HCl?<br>A) Oxocarbenium ion intermediate; acetal is hydrolyzed back to the aldehyde<br>B) Alkoxide intermediate; acetal remains stable<br>C) Enolate intermediate; acetal undergoes aldol condensation<br>D) Iminium ion intermediate; acetal is reduced to an alcohol		A) Oxocarbenium ion intermediate; acetal is hydrolyzed back to the aldehyde	Formation of an acetal from a hemiacetal under acid catalysis proceeds through protonation of the hemiacetal OH to give water as a leaving group, generating a resonance-stabilized oxocarbenium ion, which is then trapped by the second equivalent of methanol. Because acetal formation is reversible and acid-catalyzed, treating the acetal with dilute aqueous HCl drives the equilibrium back toward the carbonyl compound (hydrolysis). An alkoxide (B) is a base-promoted species not relevant under acid catalysis, and neither enolate (C) nor iminium (D) chemistry is operative here.	Aldehydes and Ketones		MCAT::Practice	concept::CP::5D::aldehydes_and_ketones MCAT::app-difficulty::1 MCAT::section::CP MCAT::5D::aldehydes-and-ketones MCAT::practice synapse::demo-content
Comparing acetaldehyde (CH3CHO) and acetone (CH3COCH3) under identical conditions with a mild nucleophile such as HCN, which compound reacts faster and why?<br>A) Acetone reacts faster because the two methyl groups increase electron density on carbon, stabilizing the transition state.<br>B) Acetaldehyde reacts faster because the aldehyde carbonyl carbon is less sterically hindered and more electrophilic than the ketone carbonyl carbon.<br>C) Both react at the same rate because both contain a C=O group with identical electrophilicity.<br>D) Acetone reacts faster because it has a higher boiling point, allowing more frequent molecular collisions in solution.		B) Acetaldehyde reacts faster because the aldehyde carbonyl carbon is less sterically hindered and more electrophilic than the ketone carbonyl carbon.	Aldehydes are more reactive than ketones toward nucleophilic addition for two reasons: (1) two alkyl groups in ketones donate electron density to the carbonyl carbon, reducing its electrophilicity, and (2) two alkyl groups impose greater steric hindrance, slowing nucleophilic approach. Acetone's two methyl groups make it both less electrophilic and more hindered than acetaldehyde. Option A has the logic backwards—electron donation destabilizes, not stabilizes, the developing negative charge on the nucleophile's approach. Options C and D are factually incorrect.	Aldehydes and Ketones		MCAT::Practice	concept::CP::5D::aldehydes_and_ketones MCAT::app-difficulty::1 MCAT::section::CP MCAT::5D::aldehydes-and-ketones MCAT::practice synapse::demo-content
A researcher treats 2-methylcyclohexanone with one equivalent of LDA (a strong, bulky, non-nucleophilic base) at −78 °C in THF, then quenches with D2O. A separate experiment uses sodium ethoxide in ethanol at room temperature before quenching with D2O. NMR analysis shows deuterium incorporation at C-2 and C-6 in the first experiment, but predominantly only at C-6 in the second. Which best explains this difference?<br>A) LDA deprotonates the thermodynamic enolate preferentially at C-6 because that position bears more α-hydrogens.<br>B) At −78 °C with LDA, the kinetic enolate forms irreversibly at the less substituted, more accessible α-carbon (C-6); sodium ethoxide at room temperature allows equilibration to the thermodynamic enolate (C-2), but the result described is inconsistent with the thermodynamic product.<br>C) LDA at −78 °C generates the kinetic enolate at the less hindered C-6, while the protic base/room temperature conditions equilibrate to the thermodynamic enolate enriched at C-2; the D2O quench then deuterates whichever α-position bears the enolate.<br>D) LDA deprotonates both α-positions equally regardless of temperature, while sodium ethoxide selectively deprotonates C-2 due to steric preference.		C) LDA at −78 °C generates the kinetic enolate at the less hindered C-6, while the protic base/room temperature conditions equilibrate to the thermodynamic enolate enriched at C-2; the D2O quench then deuterates whichever α-position bears the enolate.	LDA is a strong, hindered base that deprotonates irreversibly and preferentially at the less sterically encumbered α-carbon (C-6, which has two α-H's and is less substituted than C-2 in 2-methylcyclohexanone), yielding the kinetic enolate; quench with D2O gives predominantly C-6 deuteration but some C-2 signal arises from minor kinetic deprotonation there. Under thermodynamic control (protic base, room temperature, reversible deprotonation), the more stable, more substituted enolate at C-2 predominates; D2O quench then labels C-2 predominantly. Option B correctly identifies the kinetic/thermodynamic distinction but incorrectly states the outcome is inconsistent. Option A mislabels which position gives which enolate. Option D is incorrect regarding LDA's selectivity.	Aldehydes and Ketones		MCAT::Practice	concept::CP::5D::aldehydes_and_ketones MCAT::app-difficulty::2 MCAT::section::CP MCAT::5D::aldehydes-and-ketones MCAT::practice synapse::demo-content
An investigator performs a crossed aldol condensation between benzaldehyde and acetone under basic aqueous conditions. Benzaldehyde has no α-hydrogens. The initial product (the aldol addition product) is observed to undergo spontaneous dehydration under the reaction conditions. Which sequence of events and final product is correct?<br>A) Acetone acts as electrophile; benzaldehyde enolate attacks; product is 1-phenyl-1-penten-3-one after dehydration.<br>B) Acetone enolate attacks the benzaldehyde carbonyl; the β-hydroxy ketone intermediate loses water to form an α,β-unsaturated ketone (benzalacetone, PhCH=CHCOCH3).<br>C) Both reactants form enolates; a symmetrical product forms; dehydration gives a cyclic hemiacetal.<br>D) Benzaldehyde is oxidized to benzoic acid under basic conditions before any condensation can occur.		B) Acetone enolate attacks the benzaldehyde carbonyl; the β-hydroxy ketone intermediate loses water to form an α,β-unsaturated ketone (benzalacetone, PhCH=CHCOCH3).	Because benzaldehyde lacks α-hydrogens, it cannot form an enolate and must act as the electrophilic acceptor. Base deprotonates acetone's α-carbon to give the enolate, which attacks benzaldehyde's carbonyl in a nucleophilic addition (aldol step) to give a β-hydroxy ketone. This intermediate readily dehydrates (base-promoted E1cb or acid-catalyzed E1) because the resulting double bond is conjugated with both the aromatic ring and the carbonyl, giving the stable α,β-unsaturated ketone benzalacetone. Option A has the roles reversed. Option C is mechanistically incorrect; benzaldehyde cannot enolize. Option D is a distractor—mild aqueous base does not oxidize benzaldehyde.	Aldehydes and Ketones		MCAT::Practice	concept::CP::5D::aldehydes_and_ketones MCAT::app-difficulty::2 MCAT::section::CP MCAT::5D::aldehydes-and-ketones MCAT::practice synapse::demo-content
A student carries out the following sequence: (1) treat pentanal with excess ethylene glycol and catalytic p-TsOH in toluene with a Dean–Stark trap (to remove water) → compound A; (2) treat compound A with LDA at −78 °C → compound B; (3) quench compound B with methyl iodide (CH3I) → compound C; (4) treat compound C with aqueous HCl → compound D. A classmate predicts compound D is 2-methylpentanal. Another predicts it is 2-methylpentanol. A third predicts it is 2-methylpentanal with the α-hydrogen fully racemized. Which prediction is correct, and which mechanistic insight justifies it?<br>A) 2-Methylpentanol, because LDA reduces the aldehyde before alkylation occurs.<br>B) 2-Methylpentanal, because the cyclic acetal in compound A protects the aldehyde from the enolate, and acid hydrolysis in step 4 regenerates the aldehyde; the new methyl group is installed at the α-carbon.<br>C) 2-Methylpentanal with full α-racemization, because LDA deprotonates randomly at all α-positions and the enolate is not configurationally stable.<br>D) No reaction at the α-carbon occurs because cyclic acetals are not deprotonated by LDA under any conditions.		B) 2-Methylpentanal, because the cyclic acetal in compound A protects the aldehyde from the enolate, and acid hydrolysis in step 4 regenerates the aldehyde; the new methyl group is installed at the α-carbon.	Step 1 converts the aldehyde to a 1,3-dioxolane (cyclic acetal, compound A), masking the carbonyl from nucleophiles and bases; the acetal is stable to strong base. LDA then deprotonates the sole α-carbon (C-2) adjacent to the masked carbonyl to give a stabilized carbanion/enolate equivalent (compound B). Alkylation with CH3I at C-2 gives compound C. Acid hydrolysis in step 4 removes the dioxolane protecting group to unmask the aldehyde, yielding 2-methylpentanal (compound D). Option A is wrong—LDA is not a hydride donor and does not reduce acetals. Option C is wrong because LDA deprotonates specifically at C-2 (the only α-position) and the carbanion is configurationally defined (though the single α-carbon newly bearing a methyl group would be a new stereocenter—racemization is not the mechanism here). Option D is wrong; acetal α-hydrogens are still acidic and LDA can deprotonate them.	Aldehydes and Ketones		MCAT::Practice	concept::CP::5D::aldehydes_and_ketones MCAT::app-difficulty::3 MCAT::section::CP MCAT::5D::aldehydes-and-ketones MCAT::practice synapse::demo-content
A reaction follows the rate law: rate = k[A]²[B]. A chemist doubles the concentration of reactant A while keeping [B] and temperature constant. Which of the following correctly describes the effect on the reaction rate and the overall reaction order?<br>A) The rate doubles; the reaction is second order overall.<br>B) The rate quadruples; the reaction is third order overall.<br>C) The rate quadruples; the reaction is second order overall.<br>D) The rate doubles; the reaction is third order overall.		B) The rate quadruples; the reaction is third order overall.	Because the rate law is rate = k[A]²[B], doubling [A] multiplies the rate by 2² = 4 (quadruples it). The overall reaction order is the sum of the exponents: 2 + 1 = 3, making it third order overall. Option A incorrectly treats the exponent on A as 1. Option C correctly identifies the rate increase but miscounts the overall order by ignoring B's first-order contribution. Option D has both the rate change and the overall order wrong.	Rate Processes in Chemical Reactions ― Kinetics and Equilibrium		MCAT::Practice	concept::CP::5E::rate_processes_in_chemical_reactions_kinetics_and MCAT::app-difficulty::1 MCAT::section::CP MCAT::5E::rate-processes-in-chemical-reactions-kinetics-and- MCAT::practice synapse::demo-content
Consider the equilibrium: N₂(g) + 3 H₂(g) ⇌ 2 NH₃(g) ΔH° = −92 kJ/mol. A chemist working at constant volume makes the following change to this system at equilibrium: she injects additional N₂ gas. Which prediction is correct?<br>A) The equilibrium shifts to the left, increasing the concentration of H₂ and decreasing Keq.<br>B) The equilibrium shifts to the right, increasing the concentration of NH₃ and leaving Keq unchanged.<br>C) The equilibrium shifts to the right but Keq decreases because the added N₂ raises total pressure.<br>D) The equilibrium does not shift because the mole ratio of N₂ to H₂ is unchanged.		B) The equilibrium shifts to the right, increasing the concentration of NH₃ and leaving Keq unchanged.	By Le Chatelier's Principle, adding a reactant increases its concentration, causing the system to partially relieve the stress by consuming the added reactant and forming more product (NH₃), so the equilibrium shifts right. The equilibrium constant Keq depends only on temperature, not on concentration changes, so it remains unchanged. Option A is the opposite shift direction. Option C correctly identifies the shift direction but incorrectly states Keq decreases — Keq is temperature-dependent only. Option D is wrong because adding N₂ changes the reaction quotient Q, which is no longer equal to Keq, so a shift must occur.	Rate Processes in Chemical Reactions ― Kinetics and Equilibrium		MCAT::Practice	concept::CP::5E::rate_processes_in_chemical_reactions_kinetics_and MCAT::app-difficulty::1 MCAT::section::CP MCAT::5E::rate-processes-in-chemical-reactions-kinetics-and- MCAT::practice synapse::demo-content
A chemist investigates the reaction A + 2B → Products and proposes a two-step mechanism:<br> Step 1 (slow): A + B → C<br> Step 2 (fast): C + B → Products<br>He measures the activation energy of Step 1 as 85 kJ/mol and of Step 2 as 20 kJ/mol. An energy profile of the overall reaction shows that the products are 30 kJ/mol lower in energy than the reactants. Which of the following rate laws and activation energies is consistent with this mechanism?<br>A) rate = k[A][B]²; Ea = 105 kJ/mol<br>B) rate = k[A][B]; Ea = 85 kJ/mol<br>C) rate = k[A][B]; Ea = 20 kJ/mol<br>D) rate = k[A]²[B]; Ea = 85 kJ/mol		B) rate = k[A][B]; Ea = 85 kJ/mol	The rate-determining step (RDS) is the slowest step, which controls the overall rate. Step 1 (slow) involves one molecule of A and one molecule of B, giving a rate law of rate = k[A][B]. The activation energy of the overall reaction equals the activation energy of the RDS, which is 85 kJ/mol. Option A includes [B]² as if both molecules of B from the overall stoichiometry appear in the rate law — this is a common error; the rate law is derived from the RDS, not the balanced equation. Option C uses the Ea of the fast step, confusing which step is rate-determining. Option D has the wrong concentration dependence on A.	Rate Processes in Chemical Reactions ― Kinetics and Equilibrium		MCAT::Practice	concept::CP::5E::rate_processes_in_chemical_reactions_kinetics_and MCAT::app-difficulty::2 MCAT::section::CP MCAT::5E::rate-processes-in-chemical-reactions-kinetics-and- MCAT::practice synapse::demo-content
A researcher uses the Arrhenius equation to analyze an enzyme-free reaction in solution. She measures the rate constant k at two temperatures:<br> k₁ = 2.0 × 10⁻³ s⁻¹ at T₁ = 300 K<br> k₂ = 8.0 × 10⁻³ s⁻¹ at T₂ = 320 K<br>She then adds a catalyst to the same reaction at 300 K and observes a rate constant k₃ = 8.0 × 10⁻³ s⁻¹. Which of the following conclusions is most consistent with these data? (R = 8.314 J/mol·K; ln 4 ≈ 1.39)<br>A) The catalyst raises the activation energy to achieve a rate equal to the rate at 320 K.<br>B) The catalyst lowers the activation energy; the new Ea is approximately half the original Ea.<br>C) The catalyst changes the equilibrium constant to drive more product formation at 300 K.<br>D) The catalyst increases the frequency factor A in the Arrhenius equation, leaving Ea unchanged.		B) The catalyst lowers the activation energy; the new Ea is approximately half the original Ea.	Using ln(k₂/k₁) = (Ea/R)(1/T₁ − 1/T₂): ln(4) = 1.39 = (Ea/8.314)(1/300 − 1/320) = (Ea/8.314)(2.08 × 10⁻⁴), giving Ea ≈ 55.6 kJ/mol. With a catalyst at 300 K achieving the same k as at 320 K uncatalyzed, ln(k₃/k₁) = 1.39 = (Ea,cat/8.314)(1/300 − 1/300) is undefined — instead, the catalyst achieves k₃ = k₂ at the lower temperature by lowering Ea; applying the same math gives Ea,cat roughly half the original value (~28 kJ/mol), consistent with option B. Option A is wrong — catalysts always lower, never raise, Ea. Option C is incorrect because catalysts do not shift equilibrium constants; they lower Ea for both forward and reverse reactions equally. Option D is a plausible distractor but incorrect: catalysts work by providing an alternative lower-Ea pathway, not primarily by altering the pre-exponential factor A.	Rate Processes in Chemical Reactions ― Kinetics and Equilibrium		MCAT::Practice	concept::CP::5E::rate_processes_in_chemical_reactions_kinetics_and MCAT::app-difficulty::2 MCAT::section::CP MCAT::5E::rate-processes-in-chemical-reactions-kinetics-and- MCAT::practice synapse::demo-content
Two products, P₁ and P₂, can each form from the same starting material S via two competing pathways:<br> Pathway 1 → P₁: Ea = 40 kJ/mol; ΔG° = −60 kJ/mol<br> Pathway 2 → P₂: Ea = 65 kJ/mol; ΔG° = −100 kJ/mol<br>A chemist runs the reaction under two separate sets of conditions:<br> Condition X: low temperature, short reaction time, quench immediately.<br> Condition Y: high temperature, long reaction time, allowed to reach equilibrium.<br>Which statement correctly predicts the major product under each condition and provides the best mechanistic reasoning?<br>A) P₂ is the major product under both conditions because it has the more negative ΔG° and is therefore always favored.<br>B) P₁ is the major product under Condition X (kinetic control) because its lower Ea makes it form faster; P₂ is the major product under Condition Y (thermodynamic control) because its greater thermodynamic stability dominates at equilibrium.<br>C) P₁ is the major product under both conditions because its lower Ea means molecules more frequently achieve the transition state at all temperatures.<br>D) P₂ is the major product under Condition X because at low temperature only the most stable product can form; P₁ is the major product under Condition Y because high temperature provides enough energy to overcome all barriers.		B) P₁ is the major product under Condition X (kinetic control) because its lower Ea makes it form faster; P₂ is the major product under Condition Y (thermodynamic control) because its greater thermodynamic stability dominates at equilibrium.	This is a classic kinetic vs. thermodynamic control scenario. At low temperature (Condition X), there is insufficient energy to overcome the higher Ea of Pathway 2, so the reaction preferentially produces the kinetic product P₁ via the lower-barrier pathway; quenching prevents equilibration. At high temperature and long reaction time (Condition Y), the system reaches equilibrium, where the product distribution is governed by relative ΔG° values (Keq = e^(−ΔG°/RT)); P₂ with ΔG° = −100 kJ/mol has a much larger Keq and dominates. Option A ignores kinetic considerations entirely. Option C incorrectly extends the kinetic argument to all temperatures, ignoring that at equilibrium thermodynamic stability governs product ratios. Option D reverses the logic — at low temperatures, less energy is available to overcome barriers, so the kinetically accessible product (lower Ea) forms, not the thermodynamically stable one.	Rate Processes in Chemical Reactions ― Kinetics and Equilibrium		MCAT::Practice	concept::CP::5E::rate_processes_in_chemical_reactions_kinetics_and MCAT::app-difficulty::3 MCAT::section::CP MCAT::5E::rate-processes-in-chemical-reactions-kinetics-and- MCAT::practice synapse::demo-content
A first-generation college student from a low-income family is accepted to an elite university. Despite strong academic performance, she feels out of place at faculty networking events, rarely approaches professors after class, and does not know how to navigate internship application processes that peers from wealthier backgrounds complete effortlessly. Which concept BEST explains the gap between her academic credentials and her difficulty leveraging the university environment?<br>A) Relative poverty — she earns less than the median student income on campus.<br>B) Deficit in cultural capital — she lacks the informal knowledge, social skills, and educational familiarity that facilitate institutional navigation.<br>C) False consciousness — she incorrectly believes the university system is fair.<br>D) Downward intergenerational mobility — her socioeconomic status is lower than her parents'.		B) Deficit in cultural capital — she lacks the informal knowledge, social skills, and educational familiarity that facilitate institutional navigation.	Bourdieu's concept of cultural capital encompasses the non-financial social assets (knowledge of social norms, communication styles, institutional familiarity) that confer advantage in educational and professional settings. The student has human capital (grades) but lacks the cultural capital that wealthier peers accumulated through socialization. Relative poverty compares income to peers but does not explain the navigational gap. False consciousness refers to the internalization of ruling-class ideology, not a skills deficit. Downward intergenerational mobility would require her status to have fallen below her parents', which is not described.	Social Class		MCAT::Practice	concept::PS::10A::social_class MCAT::app-difficulty::1 MCAT::section::PS MCAT::10A::social-class MCAT::practice synapse::demo-content
In a country where children of manual laborers almost never rise to professional occupations and children of professionals almost never experience downward occupational mobility, regardless of individual talent or effort, which pattern BEST describes this society, and which mechanism primarily perpetuates it?<br>A) High social mobility; meritocracy rewards effort and ability across generations.<br>B) Low social mobility; social reproduction through differential access to cultural and social capital.<br>C) Low social mobility; false consciousness prevents workers from recognizing their interests.<br>D) High social mobility; prestige hierarchies are replaced by achievement-based hierarchies.		B) Low social mobility; social reproduction through differential access to cultural and social capital.	When class position is transmitted across generations with little change, sociologists describe low intergenerational mobility. Social reproduction theory (Bourdieu) explains this through the inheritance of cultural capital (educational styles, manners, knowledge) and social capital (networks, connections) that advantage the already-privileged and disadvantage others regardless of ability. False consciousness (answer C) could co-exist but is not the primary structural mechanism of transmission described here. Meritocracy (answer A) and prestige-to-achievement shifts (answer D) both describe high mobility, which contradicts the scenario.	Social Class		MCAT::Practice	concept::PS::10A::social_class MCAT::app-difficulty::1 MCAT::section::PS MCAT::10A::social-class MCAT::practice synapse::demo-content
A sociologist analyzing a large cohort study reports the following: individuals in the lowest income quintile have a life expectancy 12 years shorter than those in the highest quintile, and each step up the income ladder is associated with incremental improvements in health outcomes — even among those who are not in poverty. The gradient holds after controlling for health behaviors such as smoking and diet.<br>Which explanation BEST accounts for the graded, continuous relationship between income and health seen across the entire income spectrum, not just at the poverty threshold?<br>A) Absolute poverty — only those below the poverty line lack resources for adequate nutrition and healthcare.<br>B) The psychosocial pathway — chronic stress from perceived low relative standing and lack of control activates neuroendocrine responses that accumulate into biological damage across the income hierarchy.<br>C) Social exclusion — higher-income individuals are segregated from disease vectors, providing a step-function benefit at the top.<br>D) Meritocracy — healthier individuals are more productive and therefore earn more, so health causes income rather than income causing health.		B) The psychosocial pathway — chronic stress from perceived low relative standing and lack of control activates neuroendocrine responses that accumulate into biological damage across the income hierarchy.	The socioeconomic gradient in health is a graded, continuous association across the full income distribution — not just below a poverty cutoff — which rules out absolute poverty as the complete explanation. The psychosocial pathway (Marmot's Whitehall studies) proposes that relative social standing and the chronic stress of perceived lower status and diminished control trigger sustained cortisol and autonomic dysregulation, producing cumulative physiological damage at every rung of the ladder. Social exclusion would predict a step-function improvement at the top, not a gradient. While reverse causality (D) exists, the question specifies that the gradient is the finding requiring explanation and behavioral controls were applied, pointing to structural/psychosocial mechanisms.	Social Class		MCAT::Practice	concept::PS::10A::social_class MCAT::app-difficulty::2 MCAT::section::PS MCAT::10A::social-class MCAT::practice synapse::demo-content
A factory town's primary employer closes. Researchers follow two groups of workers: Group A consists of assembly-line workers who retrain and become licensed electricians; Group B consists of workers who take lower-wage service jobs at local retail stores.<br>Compared with their pre-closure occupations, Group A experiences ________ mobility, while Group B experiences ________ mobility. If the children of Group B workers are later found to have lower educational attainment than their parents, this would be evidence of ________.<br>A) Vertical upward; horizontal; intragenerational downward mobility<br>B) Horizontal; vertical downward; intergenerational downward mobility<br>C) Vertical upward; vertical downward; intergenerational downward mobility<br>D) Horizontal; horizontal; social reproduction		C) Vertical upward; vertical downward; intergenerational downward mobility	Vertical mobility refers to movement up or down the socioeconomic hierarchy. Group A retrains into a higher-skilled, higher-wage occupation — vertical upward mobility. Group B moves to lower-wage service work — vertical downward mobility (within their own lifetime, i.e., intragenerational). When the next generation (children of Group B) shows lower educational attainment relative to their parents, this is intergenerational downward mobility, because it spans generations. Horizontal mobility would mean changing occupations at the same status level (neither group fits that description precisely). Social reproduction (D) describes stable transmission of class position across generations, not a measured decline.	Social Class		MCAT::Practice	concept::PS::10A::social_class MCAT::app-difficulty::2 MCAT::section::PS MCAT::10A::social-class MCAT::practice synapse::demo-content
